 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
1185,2021,Enero-Marzo,2021-03-23,Martes,01:40:00,Alcance,Peritaje,911.0,Colonia,Metroplex,Calle,N 5  Av Metroplex,"25.784978, -100.252678",
1192,2021,Enero-Marzo,2021-03-24,Miercoles,12:00:00,Alcance,Peritaje,911.0,Colonia,Noria,Avenida,Av Hector Caballero  Zapopan,"25.718489, -100.168576",
1201,2021,Enero-Marzo,2021-03-24,Miercoles,22:16:00,Lateral,Peritaje,911.0,Colonia,Centro,Carretera,Av Migule Aleman  Blvd Aeropuerto,"25.78886, -100.145728",
1203,2021,Enero-Marzo,2021-03-25,Jueves,07:40:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Miguel Aleman  Tratado De Libre Comercio,"25.786921, -100.152571",
1206,2021,Enero-Marzo,2021-03-25,Jueves,09:00:00,Alcance,Solucionado En La Via Publica,911.0,Fraccionamiento,Cosmopolis,Carretera,Humberto Ramos Lozano  Andromeda,"25.830702, -100.244959",
1207,2021,Enero-Marzo,2021-03-25,Jueves,09:10:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Blvd Jesus Dionicio Gzz  Av Americas,"25.809068, -100.212231",
1208,2021,Enero-Marzo,2021-03-25,Jueves,11:00:00,Alcance,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Av Camino Al Mezquital  Blvd Dionicio Gonzalez,"25.820079, -100.220916",
1215,2021,Enero-Marzo,2021-03-25,Jueves,20:30:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Lat Miguel Aleman  Andres Guajardo,"25.775618, -100.186109",
1221,2021,Enero-Marzo,2021-03-25,Jueves,11:30:00,Atropello,Solucionado En La Via Publica,911.0,Colonia,Centro,Calle,4 Pte  Av Metroplex,"25.790366, -100.252696",
1235,2021,Enero-Marzo,2021-03-26,Viernes,17:30:00,Lateral,Peritaje,911.0,Colonia,,Avenida,Av Dionicio Gzz  Av Concordia,"25.783967, -100.224574",
1237,2021,Enero-Marzo,2021-03-26,Viernes,21:40:00,Crucero,Peritaje,911.0,Colonia,Centro,Calle,5 De Mayo  Abasolo,"25.778817, -100.185286",
1240,2021,Enero-Marzo,2021-03-26,Viernes,18:00:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Metroplex,Calle,Diego Diaz De Berlanga  E Sexta,"25.794912, -100.248634",
1242,2021,Enero-Marzo,2021-03-26,Viernes,23:43:00,Estrellamiento Con Huida,Peritaje,911.0,Colonia,Fresnos,Calle,Jazmin  Lirio,"25.768644, -100.243034",
1245,2021,Enero-Marzo,2021-03-27,Sabado,03:10:00,Alcance,Peritaje,911.0,Colonia,Nuevo Amanecer,Calle,Australia  Francia,"25.782186, -100.247817",
1252,2021,Enero-Marzo,2021-03-27,Sabado,15:00:00,Lateral,Peritaje,911.0,Colonia,Centro,Avenida,Av Acapulco  Av Libaneses,"25.717705, -100.177036",
1261,2021,Enero-Marzo,2021-03-27,Sabado,23:25:00,Lateral,Peritaje,911.0,Colonia,Enramada,Avenida,Concepcion Barragan  Cipres Col Enramada,"25.764803, -100.257288",
1262,2021,Enero-Marzo,2021-03-28,Domingo,02:01:00,Alcance Con Estrellamiento,Agencia De Ministerio Publico,911.0,Colonia,Centro,Carretera,Blvd Carlos Salinas De Gortari  Frente A Empresa Perfiles,"25.764096, -100.203761",
1266,2021,Enero-Marzo,2021-03-28,Domingo,07:30:00,Alcance,Peritaje,911.0,Colonia,Centro,Avenida,Av  Acapulco  Mixcuac  Col Golondrinas,"25.719958, -100.181983",
1272,2021,Enero-Marzo,2021-03-28,Domingo,14:30:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Av Del Truindo  De La Esperanza Los Robles,"25.775093, -100.260563",
1274,2021,Enero-Marzo,2021-03-28,Domingo,12:00:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Av Parque Ind  Monterrey  Septiembre Pte,"25.767943, -100.165942",
1278,2021,Enero-Marzo,2021-03-29,Lunes,04:00:00,Alcance,Peritaje,911.0,Colonia,Centro,Carretera,Carr Villa Juarez  Benito Juarez,"25.742292, -100.160031",
1282,2021,Enero-Marzo,2021-03-29,Lunes,12:15:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Parque Industrial Monterrey,Avenida,Parque Ind Monterrey  Parque Ind Mty 5 Pte,"25.77175, -100.167645",
1290,2021,Enero-Marzo,2021-03-29,Lunes,18:00:00,Alcance,Peritaje,911.0,Colonia,Prados De La Cieneguita,Avenida,Av Afganistan  Costa Rica  Cieneguita,"25.779035, -100.255042",
1291,2021,Enero-Marzo,2021-03-29,Lunes,18:40:00,De Reversa,Peritaje,911.0,Colonia,Centro,Avenida,Av Alcanfor  Corea Col Bosque Real,"25.7774, -100.243434",
1292,2021,Enero-Marzo,2021-03-29,Lunes,18:45:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Carr Miguel Aleman  Periferico,"25.782936, -100.164844",
1295,2021,Enero-Marzo,2021-03-29,Lunes,16:30:00,Diverso,Solucionado En La Via Publica,911.0,Colonia,Valle De Apodaca,Calle,Inturbide  Calle Ignacio Aldama,"25.794624, -100.25973",
1296,2021,Enero-Marzo,2021-03-29,Lunes,07:00:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Centro,Calle,Zaragoza  Abasolo,"25.777969, -100.186962",
1298,2021,Enero-Marzo,2021-03-30,Martes,11:00:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Carr Miguel Aleman  Julian Treviño,"25.747943, -100.201335",
1300,2021,Enero-Marzo,2021-03-30,Martes,10:30:00,Alcance,Investigaciones,911.0,Colonia,Centro,Calle,Gaseducto  Hda Sta Rosa,"25.817661, -100.237375",
1302,2021,Enero-Marzo,2021-03-30,Martes,12:35:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Huinala,Avenida,Independencia  Tlatilco  Valle De Huinala,"25.742481, -100.198637",
1306,2021,Enero-Marzo,2021-03-30,Martes,15:20:00,Lateral,Peritaje,911.0,Colonia,Renaceres,Carretera,Blvd Humberto Ramos Loznao  Av Reneceres,"25.787429, -100.193441",
1307,2021,Enero-Marzo,2021-03-30,Martes,17:03:00,Alcance,Peritaje,911.0,Colonia,Centro,Avenida,Jesus Dionicio Gzz  Santo Domingo,"25.783804, -100.224642",
1311,2021,Enero-Marzo,2021-03-30,Martes,21:22:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Av Del Colector  Albania,"25.761741, -100.138419",
1315,2021,Enero-Marzo,2021-03-31,Miercoles,07:00:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Estardo Guajardo  Blvd Carlos Salinas De Gortari,"25.772266, -100.192408",
1319,2021,Enero-Marzo,2021-03-31,Miercoles,12:00:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Centro,Carretera,Miguel Aleman  Via Matamoros,"25.757919, -100.196162",
1326,2021,Enero-Marzo,2021-03-31,Miercoles,15:00:00,Alcance,Peritaje,911.0,Colonia,San Miguel Huinala,Calle,Gaspar Castaño  Vicente Guerrero,"25.718489, -100.168576",
1327,2021,Enero-Marzo,2021-03-31,Miercoles,18:00:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Centro,Calle,Acurario  Concordia,"25.784728, -100.262943",
1330,2021,Enero-Marzo,2021-03-31,Miercoles,21:30:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Centro,Calle,N 31  O Primera Col Metroplex,"25.794925, -100.256734",
1332,2021,Enero-Marzo,2021-03-31,Miercoles,22:30:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Centro,Calle,Av Zaragoza  Benito Juarez,"25.781866, -100.189418",
1333,2021,Abril-Junio,2021-04-01,Jueves,07:25:00,Alcance,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida Y Boulevard,Isidoro Sepulveda Y Julian Treviño,"25.74622767337576, -100.22425991779873",
1339,2021,Abril-Junio,2021-04-01,Jueves,14:10:00,Crucero,Peritaje,911.0,Colonia,Milimex,Avenida,Miguel Aleman Y A,"25.756513, -100.196446",
1341,2021,Abril-Junio,2021-04-01,Jueves,19:00:00,Estrellamiento Con Derribamiento De Cables,Agencia De Ministerio Publico,911.0,Colonia,El Mezquital,Avenida Y Calle,Bernardo Reyes Y Constitucion,"25.7627255347011, -100.23959482090736",
1350,2021,Abril-Junio,2021-04-02,Viernes,22:56:00,Atropello,Agencia De Ministerio Publico,911.0,Colonia,,Avenida Y Boulevard,Humberto Ramos Lozano Y Americas,"25.8091168215137, -100.21156853819161",
1351,2021,Abril-Junio,2021-04-02,Viernes,23:40:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,S/D,Avenida,Aceros Y Jesus Dionicio Gonzalez,"25.74603, -100.23806",
1354,2021,Abril-Junio,2021-04-03,Sabado,01:20:00,De Frente,Agencia De Ministerio Publico,911.0,Colonia,Ex Hacienda San Francisco,Calle,Santa Catalina Sena Y San Francisco,"25.759717674191158, -100.21720252824849",
1356,2021,Abril-Junio,2021-04-03,Sabado,01:35:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Reforma,Avenida Y Calle,Telefonos Y,"25.736549873483234, -100.17293945838317",
1358,2021,Abril-Junio,2021-04-03,Sabado,12:00:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Centro De Apodaca,S/D,Rio Kurma Y Porfirio Diaz,"25.779110922188412, -100.18788241633874",
1360,2021,Abril-Junio,2021-04-03,Sabado,09:30:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Bosque De San Miguel,Carretera,Autopista Aeropuerto Y Antiguo Camino A Dulces Nombres,"25.75249, -100.157433",
1367,2021,Abril-Junio,2021-04-03,Sabado,09:45:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Molinos De San Francisco,Avenida,Concordia Y San Francisco,"25.775132788947595, -100.20381476396629",
1371,2021,Abril-Junio,2021-04-03,Sabado,11:00:00,Crucero,Peritaje,911.0,Colonia,Moderno Apodaca,Calle,Mariano Jimenez Y Abasolo,"25.77985245995548, -100.18312777666002",
1377,2021,Abril-Junio,2021-04-04,Domingo,00:40:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Privalia Concordia Iv Sector,Avenida,Concordia Y Antiguo Camino A Santo Domingo,"25.77809703990658, -100.212961372956",
1378,2021,Abril-Junio,2021-04-04,Domingo,05:40:00,De Frente,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Villa Juarez Y Miguel Aleman,"25.736948, -100.207907",
1380,2021,Abril-Junio,2021-04-04,Domingo,08:50:00,Alcance,Peritaje,911.0,Colonia,Treboles,Calle,Leon De Francia Y Oxford,"25.762819181480747, -100.14045554544437",
1384,2021,Abril-Junio,2021-04-04,Domingo,19:00:00,De Frente,Agencia De Ministerio Publico,911.0,Colonia,Agua Fria,Avenida Y Calle,Agua Fria Y Zacatecas,"25.814639512239395, -100.154867615061",
1388,2021,Abril-Junio,2021-04-04,Domingo,21:50:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Metroplex L,Avenida,Concordia Y Metroplex,"25.784720615561305, -100.25270538532492",
1392,2021,Abril-Junio,2021-04-05,Lunes,01:30:00,Crucero,Agencia De Ministerio Publico,911.0,Colonia,Jardines De Los Pinos Ll,Avenida Y Calle,Pinos Y Guatemala,"25.775950559968425, -100.24725531965014",
1393,2021,Abril-Junio,2021-04-05,Lunes,02:00:00,Lateral,Agencia De Ministerio Publico,911.0,Colonia,Santa Alicia,Avenida Y Calle,Estelaris Y E Sexta,"25.797055546857404, -100.2487370969639",
1412,2021,Abril-Junio,2021-04-06,Martes,13:45:00,Diverso,Agencia De Ministerio Publico,911.0,Colonia,Los Robles,Avenida,Conquistadores Y Costa De Marfil  Los Robles,"25.775635487454757, -100.25811784257218",
1416,2021,Abril-Junio,2021-04-06,Martes,20:30:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Metroplex L,Avenida Y Calle,Concordia Y Hungria,"25.784888317101824, -100.2501805319519",
1420,2021,Abril-Junio,2021-04-07,Miercoles,13:17:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Jardines De San Patricio,Avenida Y Calle,Girasol Y San Valentin,"25.717227844783498, -100.1541542674014",
1428,2021,Abril-Junio,2021-04-08,Jueves,01:15:00,Alcance,Peritaje,911.0,Colonia,Hacienda Los Pinos,Calle,Cruz De Lorena 507,"25.77176781076414, -100.25070793010015",
1429,2021,Abril-Junio,2021-04-08,Jueves,22:30:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Villas De Huinala L,Calle,Hacienda Dolores Y Villa De Huinala,"25.74491877617171, -100.19269745649622",
1432,2021,Abril-Junio,2021-04-08,Jueves,15:15:00,Alcance,Agencia De Ministerio Publico,911.0,Parque Industrial,Finsa,Boulevard,Internacional Y Tlc,"25.785984099415767, -100.14888270311585",
1433,2021,Abril-Junio,2021-04-08,Jueves,15:50:00,Crucero,Agencia De Ministerio Publico,911.0,Colonia,Lomas Del Pedregal,Avenida Y Calle,Gaspar Castaño Y Congo,"25.72897170334026, -100.16395655658476",
1453,2021,Abril-Junio,2021-04-09,Viernes,20:00:00,Crucero,Agencia De Ministerio Publico,911.0,Colonia,Mezquital,Carretera,Jesus Dionicio Gonzalez Y Morelos,"25.75613895142805, -100.2356004444927",
1472,2021,Abril-Junio,2021-04-10,Sabado,19:15:00,Estrellamiento Con Volcadura,Agencia De Ministerio Publico,911.0,Colonia,Apodaca Centro,Calle,Jeronimo Treviño Y Arco Vial,"25.787427049382774, -100.18046631116917",
1479,2021,Abril-Junio,2021-04-11,Domingo,01:25:00,Atropello,Agencia De Ministerio Publico,911.0,Colonia,Mision Real,Calle,Francisco Gorta Y Villa San Carlos,"25.730564884394596, -100.15694648532327",
1484,2021,Abril-Junio,2021-04-11,Domingo,07:20:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Villas De San Carlos,S/D,Jesus  Maria Morelos Y Pavon Y Villa San Carlos,"25.779110922188412, -100.18788241633874",
1485,2021,Abril-Junio,2021-04-11,Domingo,07:10:00,Alcance Con Estrellamiento,Agencia De Ministerio Publico,911.0,Colonia,Antigua Santa Rosa,Avenida,Concordia Y Jesus Dionicio Gonzalez,"25.783871300485615, -100.22460014421884",
1528,2021,Abril-Junio,2021-04-14,Miercoles,16:15:00,Alcance Con Estrellamiento,Agencia De Ministerio Publico,911.0,Colonia,Lomas Del Pedregal,Calle,Rhodesia Y Marruecos,"25.730740818985378, -100.16566312084109",
1547,2021,Abril-Junio,2021-04-15,Jueves,17:00:00,Alcance,Investigaciones,911.0,Colonia,Santa Cecilia,Calle,Santa Cecilia Y Maple,"25.775029882320155, -100.23413260934116",
1578,2021,Abril-Junio,2021-04-16,Viernes,15:19:00,Alcance,Peritaje,911.0,Colonia,Pueblo Nuevo,Calle,Juarez Y Morelos Pueblo Nuevo,"25.741880068115297, -100.16036008347878",
1580,2021,Abril-Junio,2021-04-16,Viernes,23:15:00,De Frente Con Estrellamiento,Peritaje,911.0,Colonia,Metroplex Ll,Avenida Y Calle,Andromeda Y O Primera,"25.79072562693004, -100.25392630549577",
1583,2021,Abril-Junio,2021-04-17,Sabado,03:10:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Molinos San Francisco,Avenida,Concordia Y Molinos San Francisco,"25.775054727984323, -100.20446610771533",
1584,2021,Abril-Junio,2021-04-17,Sabado,07:00:00,Alcance,Peritaje,911.0,Colonia,Mujeres Ilustres,Calle,Vicente Espinoza Y Año Internacional,"25.768415, -100.261537",
1586,2021,Abril-Junio,2021-04-17,Sabado,04:50:00,Alcance,Peritaje,911.0,Colonia,Mision Real,Calle,Camino Al Charco Blanco Y Reyes De Navarro,"25.727768697255478, -100.15944592877719",
1587,2021,Abril-Junio,2021-04-17,Sabado,10:08:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Los Fresnos,Avenida,Cartagena av fresnos,"25.770947, -100.250694",
1594,2021,Abril-Junio,2021-04-17,Sabado,16:10:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Metroplex L,Avenida Y Calle,Hungria Y Concordia,"25.784888317101824, -100.2501268877719",
1601,2021,Abril-Junio,2021-04-18,Domingo,03:30:00,Alcance,Peritaje,911.0,Fraccionamiento,Cosmopolis,Avenida Y Boulevard,Humberto Ramos Lozano Y Andromeda,"25.830828377813422, -100.24433154411884",
1604,2021,Abril-Junio,2021-04-18,Domingo,03:20:00,Alcance,Agencia De Ministerio Publico,911.0,Parque Industrial,Finsa,Avenida,Miguel Aleman Y Rogelio Gonzalez,"25.789011751603905, -100.14534852838615",
1613,2021,Abril-Junio,2021-04-19,Domingo,00:50:00,Alcance,Agencia De Ministerio Publico,911.0,Residencial,Residencial Los Robles,Avenida Y Calle,Strauss Y Marruecos,"25.782605077973226, -100.25875467427996",
1614,2021,Abril-Junio,2021-04-18,Domingo,22:40:00,Crucero,Agencia De Ministerio Publico,911.0,Colonia,Jardines De Monterrey Ll,Avenida Y Calle,Jardines De La Primavera Y Adolfo Lopez Mateos,"25.80827177517075, -100.25818750311535",
1615,2021,Abril-Junio,2021-04-19,Lunes,01:01:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Pueblo Nuevo,Calle,Juarez Y Rio Orinoco,"25.753424339024537, -100.16918913803283",
1622,2021,Abril-Junio,2021-04-19,Lunes,12:30:00,Lateral,Agencia De Ministerio Publico,911.0,Colonia,Nuevo Las Puentes,Avenida Y Calle,Concordia Y Acuario,"25.78526345389115, -100.26283186449183",
1630,2021,Abril-Junio,2021-04-20,Martes,07:30:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Pueblo Nuveo,Calle,Septima Poniente Y Parque Industrial Monterrey,"25.76790986903283, -100.16593310426843",
1632,2021,Abril-Junio,2021-04-20,Martes,07:50:00,De Frente,Agencia De Ministerio Publico,911.0,Colonia,Paseo De Las Palmas,Avenida Y Calle,Bambu Y Las Palmas,"25.771709793947963, -100.26529071846021",
1638,2021,Abril-Junio,2021-04-20,Martes,12:00:00,De Frente,Agencia De Ministerio Publico,911.0,Colonia,Campestre Huinala,Carretera Y Avenida,Villa Juarez Y Hacienda El Campanario,"25.727501497559583, -100.14463090126513",
1654,2021,Abril-Junio,2021-04-21,Miercoles,10:28:00,Crucero,Agencia De Ministerio Publico,911.0,Residencial,Encinos Residencial,Avenida Y Boulevard,Telefonos Y Julian Treviño,"25.74509710768206, -100.17649138962481",
1655,2021,Abril-Junio,2021-04-21,Miercoles,07:00:00,Lateral,Agencia De Ministerio Publico,911.0,Colonia,Nuevo Amanecer,Avenida Y Calle,Afganistan Y Belgica Nuevo Amanecer,"25.78174034450021, -100.25165227480798",
1656,2021,Abril-Junio,2021-04-21,Miercoles,10:30:00,Crucero,Agencia De Ministerio Publico,911.0,Colonia,Metroplex Ll,Avenida Y Calle,Metroplex Y N 25,"25.793866340570837, -100.25337723803568",
1669,2021,Abril-Junio,2021-04-22,Jueves,01:40:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,San Miguel Tercer Sector Golondrinas,Calle,Lomas De Huinala Y Lomas Del Fresno,"25.730715093900898, -100.17377863618508",
1696,2021,Abril-Junio,2021-04-23,Viernes,06:30:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Pueblo Nuevo,Avenida,Villa Juarez Y Via Matamoros,"25.76649, -100.17433",
1697,2021,Abril-Junio,2021-04-23,Viernes,12:00:00,Crucero,Agencia De Ministerio Publico,911.0,Colonia,Pueblo Nuevo Ll,Calle,Rio Orinoco Y Rio Misuri,"25.739403220187796, -100.14462881846092",
1698,2021,Abril-Junio,2021-04-23,Viernes,08:00:00,Crucero,Agencia De Ministerio Publico,911.0,Colonia,Kalos,Avenida,Kalos Y Platon,"25.76442424234309, -100.19623931660833",
1699,2021,Abril-Junio,2021-04-23,Viernes,09:01:00,Lateral,Agencia De Ministerio Publico,911.0,Colonia,Kronos,Avenida,Topo Chico Y Parque Industrial Monterrey,"25.7692217736142, -100.16641702086474",
1716,2021,Abril-Junio,2021-04-23,Viernes,00:40:00,Crucero,Agencia De Ministerio Publico,911.0,Colonia,Moderno Apodaca Ll,Avenida,Concordia Y Antiguo Camino A Santo Domingo,"25.778183990284695, -100.213562187772",
1718,2021,Abril-Junio,2021-04-24,Sabado,06:30:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Moderno Apodaca,Avenida,Humberto Ramos Lozano Y Antiguo Camino A Santo Domingo,"25.76886, -100.23051",
1719,2021,Abril-Junio,2021-04-24,Sabado,06:01:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Futuro Apodaca,Avenida,Miguel Aleman Y Parque Industrial Monterrey,"25.779927011025574, -100.17487286356645",
1720,2021,Abril-Junio,2021-04-24,Sabado,09:50:00,Alcance Con Estrellamiento,Agencia De Ministerio Publico,911.0,Colonia,Carretera A Agua Fria,Carretera,Antigua Carretera A Agua Fria Y Arco Vial,"25.790191, -100.17924",
1731,2021,Abril-Junio,2021-04-24,Sabado,22:10:00,Alcance,Peritaje,911.0,Colonia,Prados De La Cieneguita,Avenida,Concordia Y Metroplex,"25.786004674042104, -100.25013044145253",
1733,2021,Abril-Junio,2021-04-24,Sabado,21:40:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Valle De San Andres,Calle,Santa Isabel Y E Sexta,"25.803095290595063, -100.24837283563383",
1734,2021,Abril-Junio,2021-04-24,Sabado,22:20:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Nuevo Amanecer Segundo Sector,Calle,Camino Real A Santa Rosa Y Rosas,"25.771389908795303, -100.23842507901233",
1740,2021,Abril-Junio,2021-04-24,Sabado,09:00:00,Alcance,Peritaje,911.0,Colonia,Centro,Avenida Y Calle,Miguel Aleman Y Andres Guajardo,"25.77691648998378, -100.18158197324857",
1741,2021,Abril-Junio,2021-04-24,Sabado,09:35:00,Alcance Con Estrellamiento,Peritaje,911.0,Residencial,Residencial Los Robles,Calle,Handel Y Marie Curie,"25.776279213614902, -100.26197010688307",
1742,2021,Abril-Junio,2021-04-24,Sabado,12:00:00,De Frente,Peritaje,911.0,Colonia,Asturias Residencial,Carretera,Carretera A Agua Fria Y Periferico,"25.79609126208138, -100.17281672405944",
1751,2021,Abril-Junio,2021-04-25,Domingo,23:28:00,Crucero,Peritaje,911.0,Colonia,Santa Rosa,Boulevard,Villa Juarez Y Moises Saenz Santa Rosa,"25.828508297227415, -100.22265822060349",
1754,2021,Abril-Junio,2021-04-25,Domingo,23:30:00,Atropello,Solucionado En La Via Publica,911.0,Colonia,Paseo De Las Fuente,Calle,Fuentes De La Vida Y Fuentes De David,"25.70695245864582, -100.13999888240853",
1757,2021,Abril-Junio,2021-04-26,Lunes,12:00:00,Alcance,Peritaje,911.0,Parque Industrial,Arco Vial,Avenida,Villa Juarez Y Agua Fria,"25.78768984137948, -100.18047684335146",
1765,2021,Abril-Junio,2021-04-26,Lunes,19:40:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Kalos,Avenida,Telefonos Y Miguel Aleman,"25.76671149375488, -100.19112868516919",
1766,2021,Abril-Junio,2021-04-26,Lunes,19:30:00,Alcance,Peritaje,911.0,Parque Industrial,Kalos,Avenida,San Francisco Y Miguel Aleman Concordia Y Parque Kalos,"25.765138383437506, -100.19469001414826",
1767,2021,Abril-Junio,2021-04-26,Lunes,22:25:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Colonia 26,Avenida,Villa Juarez Y Miguel Aleman,"25.77720255284267, -100.18334702863072",
1771,2021,Abril-Junio,2021-04-27,Martes,07:05:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Colonia 26,Avenida,Miguel Aleman Y Villa Juarez,"25.77720255284267, -100.18334702863072",
1781,2021,Abril-Junio,2021-04-27,Martes,12:00:00,Crucero Con Proyeccion,Agencia De Ministerio Publico,911.0,Colonia,Apodaca Centro,Calle,Estardo Guajardo Y Mariano Matamoros,"25.778137376427487, -100.1954207609177",
1786,2021,Abril-Junio,2021-04-27,Martes,19:50:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Ebanos,Carretera,Jesus Dionicio Gonzalez Y Chopo,"25.77745545287479, -100.22673702922195",
1787,2021,Abril-Junio,2021-04-27,Martes,19:00:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,San Jorge,Carretera Y Calle,A Villa Juarez Y Camino A Los Fernandez,"25.743408064990604, -100.15931456097722",
1789,2021,Abril-Junio,2021-04-27,Martes,12:00:00,Crucero,Agencia De Ministerio Publico,911.0,Fraccionamiento,Cosmopolis,Avenida Y Calle,Andromeda Y Gasoducto,"25.821626069792988, -100.2414851879674",
1791,2021,Abril-Junio,2021-04-27,Martes,18:15:00,Alcance,Solucionado En La Via Publica,911.0,Parque Industrial,Stiva,Carretera,Miguel Aleman Y Parque Stiva,"25.786646448093762, -100.14447995985182",
1792,2021,Abril-Junio,2021-04-27,Martes,21:30:00,Lateral,Peritaje,911.0,Colonia,El Mezquital,Avenida,Diego Diaz Y Aceros,"25.756644999062694, -100.2419138642411",
1795,2021,Abril-Junio,2021-04-28,Miercoles,07:00:00,Alcance,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Isidoro Sepulveda Y Carlos Salinas De Gortari,"25.748599120915078, -100.22613924383374",
1801,2021,Abril-Junio,2021-04-28,Miercoles,14:20:00,Lateral,Investigaciones,911.0,Fraccionamiento,Cosmopolis,Boulevard,Humberto Ramos Lozano Y Aceros Titan,"25.831043866245743, -100.2508961571283",
1804,2021,Abril-Junio,2021-04-28,Miercoles,10:20:00,Crucero,Solucionado En La Via Publica,911.0,Colonia,Apodaca Centro,Calle,1 De Mayo Y 5 De Mayo,"25.790347425131078, -100.19180044744704",
1805,2021,Abril-Junio,2021-04-28,Miercoles,18:15:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Apodaca Centro,Calle,Oaxaca Y Morelos,"25.786713781181383, -100.18702277213616",
1812,2021,Abril-Junio,2021-04-29,Jueves,09:50:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Nuevo Apodaca,Calle,Tlaxcala 609,"25.79079937435037, -100.18310105295231",
1814,2021,Abril-Junio,2021-04-29,Jueves,10:00:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Apodaca Centro,Avenida Y Boulevard,Carlos Salinas De Gortari Y Concordia,"25.768195782696967, -100.19858132153857",
1816,2021,Abril-Junio,2021-04-29,Jueves,12:45:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Apodaca Centro,Calle,Chapultepec Y Garza Garcia,"25.78290538464276, -100.1824038302251",
1820,2021,Abril-Junio,2021-04-29,Jueves,17:00:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Centro,Avenida,Miguel Aleman Y Uhi,"25.733754189396752, -100.21918979360693",
1827,2021,Abril-Junio,2021-04-29,Jueves,21:40:00,Alcance,Peritaje,911.0,Colonia,Valle De Huinala Lll,Avenida,Hector Caballero Y 16 De Septiembre,"25.740707479385513, -100.18946196892676",
1835,2021,Abril-Junio,2021-04-30,Viernes,13:30:00,De Reversa,Solucionado En La Via Publica,911.0,Colonia,Metroplex Ll,Calle,E Sexta Y N-29,"25.79676491637821, -100.24831934609267",
1836,2021,Abril-Junio,2021-04-30,Viernes,13:00:00,Lateral,Peritaje,911.0,Colonia,Apodaca Centro,Calle,Juarez Y Morelos,"25.783975943625986, -100.18853259953863",
