 Folio, Ejercicio, Mes, Fecha, Dia, Hora, Tipo_de_accidente, Resolución, Origen_de_reporte, Tipo_de_asentamiento, Nombre_de_asentamiento, Tipo_de_vialidad, Nombre_de_la_Vialidad, Georreferencia, Nota
6149,2022,Abril-Junio,2022-06-25,Sabado,01:10:00,Estrellamiento,Peritaje,911.0,Colonia,Parque Ind El Sabinal,Avenida,Telefonos  Colosio,"25.75644, -100.181235",
6171,2022,Abril-Junio,2022-06-25,Sabado,23:15:00,Alcance,Peritaje,911.0,Colonia,Apodaca Centro,Avenida,Blvd Carlos Salinas Ojo De Agua,"25.762129, -100.20705",
6175,2022,Abril-Junio,2022-06-26,Domingo,04:30:00,Estrellamiento,Peritaje,911.0,Colonia,Parque Ind El Sabinal,,Miguel Aleman Telefonos,"25.766752, -100.191235",
6177,2022,Abril-Junio,2022-06-26,Domingo,06:20:00,Alcance Con Huida,Peritaje,911.0,Colonia,Pedregal Del Valle,Avenida,Humberto Ramos  Ruben Garcia,"25.79756, -100.202123",
6183,2022,Abril-Junio,2022-06-26,Domingo,19:20:00,Crucero Con Huida,Investigaciones,911.0,Colonia,Parque Ind El Sabinal,Avenida,Ant.Camino Sto Domingo  Cam.Sabinal,"25.752604, -100.176816",
6195,2022,Abril-Junio,2022-06-27,Lunes,15:30:00,Lateral Con Huida,Investigaciones,911.0,Colonia,Apodaca Centro,Avenida,Av Carlos Salinas Concordia,"25.768185, -100.198392",
6197,2022,Abril-Junio,2022-06-27,Lunes,15:45:00,Estrellamiento,Peritaje,911.0,Colonia,Mision Real,Avenida,Rohdesia De Norte  Charco Blanco Col.Real,"25.730079, -100.161693",
6203,2022,Abril-Junio,2022-06-27,Lunes,23:17:00,Lateral,Agencia del Ministerio Publico,911.0,Colonia,Golondrinas,Avenida,Golondrina  Av.Acapulco Col.San Miguel,"25.719419, -100.180273",Agencia del Ministerio Publico
6213,2022,Abril-Junio,2022-06-28,Martes,16:00:00,Estrellamiento,Peritaje,911.0,Colonia,Parque Ind Kuarum,Avenida,"Blvd .Carlos Salinas  C.Hda Del Mezquital, Valle Del Mezquital","25.761473, -100.207583",
6234,2022,Abril-Junio,2022-06-30,Jueves,04:00:00,Estrellamiento,Peritaje,911.0,Colonia,Pueblo Nuevo Avenida,,Rio Moctezuma  Rio Union D.N.,"25.761724, -100.161752",
6235,2022,Abril-Junio,2022-06-30,Jueves,07:15:00,De Frente,Agencia del Ministerio Publico,911.0,Colonia,La Noria,Avenida,Hector Caballero  Acatlan Col.Noria Nte.,"25.735058, -100.197092",Agencia del Ministerio Publico
6255,2022,Abril-Junio,2022-06-30,Jueves,21:10:00,Alcance Con Huida,Investigaciones,911.0,Colonia,Pedregal Del Valle,Avenida,Ruben Garcia  Camino A La Cienega,"25.797604, -100.202134",
8615,2022,Octubre-Diciembre,2022-10-01,Sabado,11:25:00,Diverso,Agencia De Ministerio Publico,911.0,Colonia,Joyas Del Pedregal,Avenida,Rohdesia Del Norte Huinala Reformacolonia Loms Del Pedregal,"25.730735, -100.164617",Agencia De Ministerio Publico
8621,2022,Octubre-Diciembre,2022-10-01,Sabado,16:25:00,Estrellamiento,Investigaciones,911.0,Colonia,Privalia Huinala 3,Avenida,Rio Grijalva Rio Panuco 1035,"25.742339, -100.15435",
8625,2022,Octubre-Diciembre,2022-10-01,Sabado,19:35:00,Estrellamiento,Peritaje,911.0,Colonia,Los Pinos 3,Avenida,Afganistan Bolivia Nuevo Amanecer,"25.78087, -100.253282",
8628,2022,Octubre-Diciembre,2022-10-01,Sabado,22:35:00,De Frente,Investigaciones,911.0,Colonia,Huinala,Avenida,Villa Juarez Rancho A De Ldos Fernandez Colonia Huinala,"25.741546, -100.159043",
8629,2022,Octubre-Diciembre,2022-10-01,Sabado,23:45:00,Estrellamiento,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Humberto Ramos Lozano  Absalon Lozano,"25.826838, -100.227388",
8630,2022,Octubre-Diciembre,2022-10-02,Domingo,01:50:00,Estrellamiento,Investigaciones,911.0,Colonia,Lomas De La Paz,Avenida,Lomas De Brasil  Lomas De Zambia Colonia Lomas De La Paz,"25.711715, -100.13722",
8632,2022,Octubre-Diciembre,2022-10-02,Domingo,04:30:00,Estrellamiento,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Jesus Dionicio Gonzalez  Antigua Santa Rosa,"25.805935, -100.224419",
8634,2022,Octubre-Diciembre,2022-10-02,Domingo,04:00:00,Lateral,Solucionado En La Via Publica,911.0,Colonia,Centro De Apodaca,Avenida,Juarez Morelos,"25.782283, -100.188524",Solucionado En La Via Publica
8635,2022,Octubre-Diciembre,2022-10-02,Domingo,07:30:00,Lateral,Peritaje,911.0,Colonia,Bosques Del Sol,Avenida,Orquidea Girasolcolonia Las Margaritas,"25.707939, -100.158306",
8636,2022,Octubre-Diciembre,2022-10-02,Domingo,10:00:00,Estrellamiento,Peritaje,911.0,Colonia,El Campanario,Avenida,Rohdesia Villa Juarez  Colonia Lomas Del Pedregal,"25.73305, -100.150752",
8637,2022,Octubre-Diciembre,2022-10-02,Domingo,11:00:00,Crucero,Agencia De Ministerio Publico,911.0,Colonia,Pueblo Nuevo 5,Avenida,Villa Juarez Huinala Rio Salado,"25.76377, -100.174206",Agencia De Ministerio Publico
8646,2022,Octubre-Diciembre,2022-10-02,Domingo,01:20:00,Alcance,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Carlos Salinas De Gortari Estaro Guajardo,"25.772323, -100.192447",
8648,2022,Octubre-Diciembre,2022-10-03,Lunes,06:54:00,De Frente,Agencia De Ministerio Publico,911.0,Colonia,La Encarnacion,Avenida,Independencia Tlaparaya Valle De Huinala,"25.743557, -100.200389",Agencia De Ministerio Publico
8656,2022,Octubre-Diciembre,2022-10-03,Lunes,12:00:00,Diverso,Peritaje,911.0,Colonia,Privalia Huinala 3,Avenida,San Javier Canteras,"25.739109, -100.14739",
8659,2022,Octubre-Diciembre,2022-10-03,Lunes,15:00:00,Diverso De Reversa,Peritaje,911.0,Colonia,Real Hacienda De Huinala,Avenida,Villa Juarez Villa Segovia,"25.738087, -100.156115",
8662,2022,Octubre-Diciembre,2022-10-03,Lunes,17:45:00,Alcance,Agencia De Ministerio Publico,911.0,Colonia,Real Hacienda De Huinala,Avenida,Villa Juarez Camino A San Javier,"25.737839, -100.155289",Agencia De Ministerio Publico
8684,2022,Octubre-Diciembre,2022-10-04,Martes,11:00:00,Caida De Persona,Agencia De Ministerio Publico,911.0,Colonia,Bosques De Huinala 1,Avenida,Telefonos Los Encinos,"25.743279, -100.176688",Agencia De Ministerio Publico
8686,2022,Octubre-Diciembre,2022-10-04,Martes,20:00:00,Crucero,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Nuevo Leon Zacatecas Mnova,"25.788353, -100.190443",
8710,2022,Octubre-Diciembre,2022-10-05,Miercoles,14:00:00,Alcance Con Proyeccion,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Miguel Aleman Concorida Parque Industrial Kalos,"25.763835, -100.193133",
8720,2022,Octubre-Diciembre,2022-10-06,Jueves,11:00:00,De Frente,Agencia De Ministerio Publico,911.0,Colonia,Metroplex 2,Avenida,Diego Diaz De Berlanga Metroplex Privadas Del Virrey,"25.811648, -100.250447",Agencia De Ministerio Publico
8749,2022,Octubre-Diciembre,2022-10-06,Jueves,22:10:00,De Frente,Investigaciones,911.0,Colonia,Francisco Martinez,Avenida,Antiguocamino  Santo Domingo,"25.763298, -100.242573",
8757,2022,Octubre-Diciembre,2022-10-07,Viernes,09:00:00,Alcance Con Proyeccion,Peritaje,911.0,Colonia,Cosmopolis 8,Avenida,Humberto Ramos Lozano  Antonio Marcos,"25.830972, -100.251658",
8776,2022,Octubre-Diciembre,2022-10-08,Sabado,14:00:00,Alcance,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Concordia Santo Domingo,"25.783911, -100.224616",
8810,2022,Octubre-Diciembre,2022-10-10,Lunes,15:20:00,Alcance,Peritaje,911.0,Colonia,Parque Industrial Finsa Monterrey,Avenida,Miguel Aleman Rogelio Gonzalez,"25.788816, -100.145575",
8838,2022,Octubre-Diciembre,2022-10-11,Martes,22:40:00,Estrellamiento,Peritaje,911.0,Colonia,Los Pinos 3,Avenida,Cruz Griega Cruz Angorada,"25.77297, -100.25013",
8862,2022,Octubre-Diciembre,2022-10-13,Jueves,07:15:00,Lateral,Peritaje,911.0,Colonia,Parque Industrial Almacentro,Avenida,Telefonos Miguel Aleman,"25.766654, -100.191298",
8863,2022,Octubre-Diciembre,2022-10-13,Jueves,09:10:00,De Frente,Investigaciones,911.0,Colonia,Privada La Castaña,Avenida,Miguel Aleman Milenium,"25.75282, -100.198763",
8890,2022,Octubre-Diciembre,2022-10-14,Viernes,09:20:00,Crucero,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Humberto Ramos Lozano  1 De Mayo La Teresita,"25.789345, -100.194788",
8891,2022,Octubre-Diciembre,2022-10-14,Viernes,11:00:00,Lateral,Peritaje,911.0,Colonia,Metroplex 2,Avenida,O Primera  N31 Colonia Metroplex,"25.794864, -100.256463",
8893,2022,Octubre-Diciembre,2022-10-14,Viernes,14:10:00,Estrellamiento,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Concordia Jesus Dionicio Gonzalez,"25.783933, -100.224628",
8896,2022,Octubre-Diciembre,2022-10-14,Viernes,14:50:00,Lateral,Investigaciones,911.0,Colonia,Moderno Apodaca 2,Avenida,Nueva Ojo De Agua,"25.774562, -100.217238",
8899,2022,Octubre-Diciembre,2022-10-14,Viernes,17:50:00,Lateral,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,5 De Mayo  Aldama,"25.778063, -100.184828",
8904,2022,Octubre-Diciembre,2022-10-14,Viernes,19:20:00,Atropello,Agencia De Ministerio Publico,911.0,Colonia,Milenium Residencial,Avenida,Rio Danubio Rio Mississipi Colonia San Isidro,"25.760367, -100.152029",Agencia De Ministerio Publico
8912,2022,Octubre-Diciembre,2022-10-15,Sabado,01:00:00,Diverso,Peritaje,911.0,Colonia,Privalia Huinala 3,Avenida,Aeropuerto Dulces Nombres,"25.751233, -100.142993",
8916,2022,Octubre-Diciembre,2022-10-15,Sabado,06:20:00,Estrellamiento Con Huida,Peritaje,911.0,Colonia,Enramada 6,Avenida,Cedro Fresnos Colonia La Enramada,"25.762099, -100.257887",
8922,2022,Octubre-Diciembre,2022-10-15,Sabado,09:30:00,Estrellamiento Con Huida,Investigaciones,911.0,Colonia,Centro De Apodaca,Avenida,Elefuterio Gonzalez 704 San Francisco,"25.777517, -100.202392",
8941,2022,Octubre-Diciembre,2022-10-16,Domingo,07:10:00,Estrellamiento,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Reforma Zaragoza,"25.784237, -100.190814",
8947,2022,Octubre-Diciembre,2022-10-16,Domingo,14:30:00,Lateral,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Miguel Aleman  Maria Morelos,"25.777209, -100.185356",
8949,2022,Octubre-Diciembre,2022-10-16,Domingo,21:25:00,Estrellamiento,Peritaje,911.0,Colonia,Lomas De La Paz,Avenida,Lomas De San Carlos Lomas De Las Fiogales Colonia Lomas De La Paz,"25.710107, -100.130916",
8952,2022,Octubre-Diciembre,2022-10-16,Domingo,23:30:00,Alcance,Peritaje,911.0,Colonia,Privalia Huinala 3,Avenida,Sierra Madre Oriental Dulces Nombres,"25.75283, -100.148701",
8955,2022,Octubre-Diciembre,2022-10-17,Lunes,06:00:00,Estrellamiento Con Huida,Investigaciones,911.0,Colonia,Enramada 3,Avenida,Gertrudis Bocanegra Concepcion Barragan,"25.768075, -100.260219",
8979,2022,Octubre-Diciembre,2022-10-18,Martes,13:11:00,Estrellamiento Con Proyeccion,Peritaje,911.0,Colonia,El Manantial 2,Avenida,Matamoros  Maria Curiel,"25.784077, -100.262657",
8983,2022,Octubre-Diciembre,2022-10-18,Martes,11:00:00,Crucero,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Concordia  Maple Ebanos,"25.784107, -100.232902",
9000,2022,Octubre-Diciembre,2022-10-19,Miercoles,09:00:00,Estrellamiento,Peritaje,911.0,Colonia,Valle De Huinala 6,Avenida,Humberto Ramos Lozano  Andromeda,"25.830711, -100.245164",
9002,2022,Octubre-Diciembre,2022-10-19,Miercoles,10:35:00,Crucero,Peritaje,911.0,Colonia,Valle De Huinala 6,Avenida,Guadalupe Victoria  Hidalgo,"25.740539, -100.193389",
9004,2022,Octubre-Diciembre,2022-10-19,Miercoles,16:15:00,Crucero,Peritaje,911.0,Colonia,Pueblo Nuevo 4,Avenida,Rio Nilo  Rio Pilon,"25.760253, -100.16406",
9005,2022,Octubre-Diciembre,2022-10-19,Miercoles,16:30:00,Estrellamiento Con Huida,Peritaje,911.0,Colonia,Valle De Las Bugambilias,Avenida,Insurgentes  Tulipan  Nueva Las Puentes,"25.792653, -100.261642",
9006,2022,Octubre-Diciembre,2022-10-19,Miercoles,16:40:00,Estrellamiento,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Humberto Ramos Lozano  Americas Villas De Sana Rosa,"25.809054, -100.212016",
9013,2022,Octubre-Diciembre,2022-10-19,Miercoles,22:15:00,Lateral,Peritaje,911.0,Colonia,Hacienda Los Nogales,Avenida,Santa Cecilia  Lopez E Vega,"25.775135, -100.236758",
9029,2022,Octubre-Diciembre,2022-10-20,Jueves,05:00:00,Estrellamiento,Peritaje,911.0,Colonia,Padilla,Avenida,Telefonos Julian Treviño Colonia Padilla,"25.74735, -100.17798",
9030,2022,Octubre-Diciembre,2022-10-21,Viernes,07:01:00,Alcance Con Proyeccion,Investigaciones,911.0,Colonia,Parque Industrial Regiomontana,Avenida,Miguel Aleman Tlc Paruqe Industrial Stiva,"25.78692, -100.151893",
9062,2022,Octubre-Diciembre,2022-10-21,Viernes,01:20:00,Diverso De Reversa,Peritaje,911.0,Colonia,Jardines De Los Pinos 2,Avenida,Corea  Akcanford Col Ebanos,"25.777361, -100.24345",
9072,2022,Octubre-Diciembre,2022-10-22,Sabado,15:20:00,De Frente Con Huida,Investigaciones,911.0,Colonia,Mision Del Parque,Avenida,Diego Diaz De Berlanga  E Sexta,"25.802354, -100.248995",
9086,2022,Octubre-Diciembre,2022-10-22,Sabado,12:00:00,Estrellamiento,Peritaje,911.0,Colonia,Paseo De Los Nogales,Avenida,Los Pinos  Camino Real Santa Rosa,"25.774237, -100.239982",
9089,2022,Octubre-Diciembre,2022-10-22,Sabado,06:20:00,Estrellamiento,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Camino Real Santa Rosa Brasil Camino San Andres 2 Sector,"25.797654, -100.236948",
9100,2022,Octubre-Diciembre,2022-10-23,Domingo,11:00:00,Lateral,Agencia De Ministerio Publico,911.0,Colonia,Santa Rosa,Avenida,Camino Real Santa Rosa  Clavelcolonia Los Frenos,"25.769111, -100.24121",Agencia De Ministerio Publico
9162,2022,Octubre-Diciembre,2022-10-26,Miercoles,11:20:00,Estrellamiento Con Proyeccion,Peritaje,911.0,Colonia,Parque Industrial Almacentro,Avenida,Telefonos Via Matamoros,"25.763032, -100.182947",
9176,2022,Octubre-Diciembre,2022-10-26,Miercoles,18:50:00,Crucero,Peritaje,911.0,Colonia,Agua Fria,Avenida,Agua Fria  Arco Vial  Paruqe Industrial Monterrey,"25.790224, -100.179351",
9199,2022,Octubre-Diciembre,2022-10-27,Jueves,17:00:00,Estrellamiento,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Concordia Camino Real Santa Rosa,"25.78419, -100.237815",
9237,2022,Octubre-Diciembre,2022-10-28,Viernes,17:20:00,Lateral,Peritaje,911.0,Colonia,Moderno Apodaca 2,Avenida,Carlos Salinas De Gortari Concorida,"25.767412, -100.198682",
9244,2022,Octubre-Diciembre,2022-10-29,Sabado,01:30:00,Alcance,Peritaje,911.0,Colonia,Agua Fria,Avenida,Miguel Aleman Agua Fria,"25.780468, -100.175192",
9281,2022,Octubre-Diciembre,2022-10-30,Domingo,16:30:00,Lateral,Investigaciones,911.0,Colonia,Metroplex 2,Avenida,Metroplex  S10 Metroplex,"25.785535, -100.253578",
9285,2022,Octubre-Diciembre,2022-10-30,Domingo,17:00:00,Alcance,Peritaje,911.0,Colonia,Santa Rosa,Avenida,Jesus Dionicio Gonzalez  Antiguo Santa Rosa,"25.796145, -100.223741",
9307,2022,Octubre-Diciembre,2022-10-31,Lunes,14:40:00,Estrellamiento,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Zaragoza Garza,"25.778741, -100.187553",
9321,2022,Octubre-Diciembre,2022-10-31,Lunes,23:14:00,Alcance,Solucionado En La Via Publica,911.0,Colonia,Los Encinos,Avenida,Telefonos Eridiano Lomas De Huinala,"25.734431, -100.173983",Solucionado En La Via Publica
9368,2022,Octubre-Diciembre,2022-11-03,Jueves,04:30:00,Estrellamiento,Peritaje,911.0,Colonia,Cosmopolis 8,Avenida,Humberto Ramos Lozano  Andromeda,"25.830642, -100.244993",
9382,2022,Octubre-Diciembre,2022-11-03,Jueves,09:36:00,Atropello,Agencia De Ministerio Publico,911.0,Colonia,Santa Rosa,Avenida,Benito Juarez  Abasolo Lozano Colonia Santa Rosa,"25.82767, -100.222421",Agencia De Ministerio Publico
9395,2022,Octubre-Diciembre,2022-11-03,Jueves,17:50:00,Lateral,Investigaciones,911.0,Colonia,Pueblo Nuevo 2,Avenida,Concordia  Miguel Aleman,"25.767095, -100.191562",
9397,2022,Octubre-Diciembre,2022-11-03,Jueves,11:00:00,Alcance,Peritaje,911.0,Colonia,Mision San Pablo 2,Avenida,Mision San Pablo  Mision Almeria,"25.739668, -100.144426",
9401,2022,Octubre-Diciembre,2022-11-03,Jueves,01:30:00,Choque Con Movil De Vehiculo,Peritaje,911.0,Colonia,Huinala,Avenida,Villa Juarez Autopista Aeropuerto,"25.748316, -100.162186",
9403,2022,Octubre-Diciembre,2022-11-04,Viernes,05:00:00,Estrellamiento,Peritaje,911.0,Colonia,Agua Fria,Avenida,Agua Fria  Parque Industrial Proligi,"25.78513, -100.159419",
9413,2022,Octubre-Diciembre,2022-11-04,Viernes,09:06:00,Alcance Con Huida,Investigaciones,911.0,Colonia,Centro De Apodaca,Avenida,Morelos  Abasolo Lozano Colonia Santa Rosa,"25.778412, -100.186163",
9421,2022,Octubre-Diciembre,2022-11-04,Viernes,12:15:00,Alcance,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Miguel Aleman Arco Vial Parque Industrial Proligi,"25.781121, -100.172853",
9435,2022,Octubre-Diciembre,2022-11-04,Viernes,20:40:00,Choque Con Movil De Vehiculo,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Libramiento  Treviño Moderno Apodaca,"25.786551, -100.182092",
9438,2022,Octubre-Diciembre,2022-11-04,Viernes,23:30:00,Diverso De Reversa,Peritaje,911.0,Colonia,Bosques De Huinala 1,Avenida,Encinos Telefonos Colonia El Encino,"25.743276, -100.176647",
9440,2022,Octubre-Diciembre,2022-11-05,Sabado,00:47:00,Alcance,Peritaje,911.0,Colonia,Parque Industrial Huinala,Avenida,Concordia  Luis Donaldo Colocio,"25.756456, -100.181459",
9441,2022,Octubre-Diciembre,2022-11-05,Sabado,02:20:00,Estrellamiento,Peritaje,911.0,Colonia,Los Encinos,Avenida,Telefonos Julian Treviño La Padilla,"25.745103, -100.177045",
9452,2022,Octubre-Diciembre,2022-11-05,Sabado,11:00:00,De Frente,Investigaciones,911.0,Colonia,Pueblo Nuevo 5,Avenida,Villa Juarez Via Matamoros,"25.766509, -100.17445",
9465,2022,Octubre-Diciembre,2022-11-05,Sabado,22:40:00,Estrellamiento,Investigaciones,911.0,Colonia,Santa Rosa,Avenida,Del Rio  Del Lago Colonia Santa Orsa,"25.808446, -100.229571",
9477,2022,Octubre-Diciembre,2022-11-06,Domingo,16:00:00,Alcance,Peritaje,911.0,Colonia,El Campanario,Avenida,Villa Juarez Sant Anita,"25.729736, -100.147047",
9501,2022,Octubre-Diciembre,2022-11-07,Lunes,13:16:00,Estrellamiento,Peritaje,911.0,Colonia,Parque Industrial Finsa Monterrey,Avenida,Autopista Aeropuerto Anillo Periferico,"25.789813, -100.143192",
9519,2022,Octubre-Diciembre,2022-11-07,Lunes,20:25:00,De Frente,Peritaje,911.0,Colonia,Bosques De Huinala 1,Avenida,Telefonos Margarito Garza,"25.747447, -100.177846",
9538,2022,Octubre-Diciembre,2022-11-08,Martes,07:20:00,Estrellamiento,Peritaje,911.0,Colonia,Bosques De Huinala 1,Avenida,Miguel Aleman Telefonos Prque Industrial Huinala,"25.74753, -100.177789",
9544,2022,Octubre-Diciembre,2022-11-08,Martes,13:30:00,Estrellamiento Con Huida,Peritaje,911.0,Colonia,Paseo De Las Palmas 2,Avenida,Maria Curie Dalton,"25.775448, -100.261937",
9593,2022,Octubre-Diciembre,2022-11-10,Jueves,15:00:00,Lateral,Peritaje,911.0,Colonia,Paseo De Las Flores 1,Avenida,Leon De Franica Marsella,"25.762396, -100.14091",
9595,2022,Octubre-Diciembre,2022-11-10,Jueves,13:30:00,Alcance,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Estardo Guajardo Dr Gonzalez,"25.779896, -100.197315",
9596,2022,Octubre-Diciembre,2022-11-10,Jueves,14:00:00,Diverso,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Garza Garcia  Padre Mier,"25.780075, -100.184891",
9604,2022,Octubre-Diciembre,2022-11-10,Jueves,22:00:00,Alcance,Peritaje,911.0,Colonia,Bosques De Huinala 1,Avenida,Telefonos Margarito Garza Coloniapadilla,"25.747447, -100.177846",
9606,2022,Octubre-Diciembre,2022-11-11,Viernes,07:00:00,Estrellamiento,Peritaje,911.0,Colonia,Cantizales,Avenida,Morelos  Jesus Dionicio Gonzalez,"25.75629, -100.23573",
9624,2022,Octubre-Diciembre,2022-11-11,Viernes,20:31:00,Alcance,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Carlos Salinas De Gortari  San Francisco,"25.767444, -100.198723",
9629,2022,Octubre-Diciembre,2022-11-12,Sabado,03:00:00,Alcance,Investigaciones,911.0,Colonia,Prados De La Cieneguita,Avenida,Concordia  O Primera Colonia Nueva Las Puentes,"25.784773, -100.256006",
9641,2022,Octubre-Diciembre,2022-11-12,Sabado,16:05:00,Atropello,Agencia De Ministerio Publico,911.0,Colonia,Prados De Los Pinos 2,Avenida,Afganistan  Tuxel,"25.782543, -100.250801",Agencia De Ministerio Publico
9648,2022,Octubre-Diciembre,2022-11-12,Sabado,17:50:00,De Frente,Peritaje,911.0,Colonia,Parque Industrial Milimex Apodaca,Avenida,Miguel Aleman,"25.754735, -100.197762",
9652,2022,Octubre-Diciembre,2022-11-13,Domingo,07:00:00,Alcance,Peritaje,911.0,Colonia,Valle De Las Palmas 5,Avenida,Concordia  Manantial Paseo De Las Palmas,"25.78429, -100.264729",
9733,2022,Octubre-Diciembre,2022-11-16,Miercoles,21:40:00,Lateral Con Proyeccion,Peritaje,911.0,Colonia,Pueblo Nuevo 4,Avenida,Parque Industrial Topo Chico,"25.769394, -100.166332",
9768,2022,Octubre-Diciembre,2022-11-18,Viernes,09:15:00,Alcance,Peritaje,911.0,Colonia,Campestre Huinala,Avenida,Hidalgo Paseo De La Loma,"25.722267, -100.139903",
9783,2022,Octubre-Diciembre,2022-11-18,Viernes,16:00:00,Estrellamiento,Peritaje,911.0,Colonia,Valle De Las Palmas 5,Avenida,Av Las Palmas  Pirul,"25.794906, -100.267543",
9786,2022,Octubre-Diciembre,2022-11-18,Viernes,20:00:00,Alcance Con Huida,Investigaciones,911.0,Colonia,Nuevo Las Puentes 1,Avenida,Concordia  C U Primera Col Metroplex,"25.784719, -100.255807",
9796,2022,Octubre-Diciembre,2022-11-18,Viernes,22:40:00,Estrellamiento,Peritaje,911.0,Colonia,Joyas Del Pedregal,Avenida,Gaspar Castaño  Rodesia Colonia Joyas Del Pedregal,"25.73061, -100.162965",
9805,2022,Octubre-Diciembre,2022-11-19,Sabado,05:20:00,Estrellamiento Con Proyeccion,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Miguel Aleman  Parque Industrial Monterrey,"25.779944, -100.175225",
9816,2022,Octubre-Diciembre,2022-11-19,Sabado,20:15:00,Estrellamiento,Peritaje,911.0,Colonia,Valle Del Mezquital,Avenida,Miguel Aleman  Isidoro Sepulveda,"25.736879, -100.207934",
9821,2022,Octubre-Diciembre,2022-11-20,Domingo,02:00:00,Estrellamiento Con Volcadura,Peritaje,911.0,Colonia,Centro De Apodaca,Avenida,Miguel Aleman  Zaragoza,"25.776713, -100.186194",
9823,2022,Octubre-Diciembre,2022-11-20,Domingo,02:30:00,Estrellamiento,Peritaje,911.0,Colonia,Cerradas Del Parque Premier,Avenida,Del Parque  Encino Cerradas Del Parque,"25.753059, -100.232858",
